SchoolID,SchoolName,LowestGrade,HighestGrade,Address,City,State,Zip5,County,Phone,SchoolDays,HoursInSchoolDay,HasLibrary,PreSchoolEnrollment,KindergartenEnrollment,Grade1Enrollment,Grade2Enrollment,Grade3Enrollment,Grade4Enrollment,Grade5Enrollment,Grade6Enrollment,Grade7Enrollment,Grade8Enrollment,Grade9Enrollment,Grade10Enrollment,Grade11Enrollment,Grade12Enrollment,TotalEnrollment,FullTimeTeacherCount,StudentTeacherRatio
BB180990,SOUTH CENTRAL SCHOOL MAIN CAMPUS,14,17,1021 E 83RD ST,CHICAGO,IL,60619,COOK,7733742223,176,5.5,Yes,,,,,,,,,,,5,3,3,6,17,2,8.5
A1301346,SOUTH LOOP MONTESSORI SCHOOL,2,6,47 W POLK ST STE G15,CHICAGO,IL,60605,COOK,3124318050,174,7.5,No,40,20,6,,,,,,,,,,,,66,20.3,1.28
A9102539,SOUTH PRAIRIE SCHOOL,6,12,127 N COUNTY ROAD 200E,ARCOLA,IL,61910,DOUGLAS,2175435169,165,8,No,,,5,6,2,3,10,3,5,,,,,,34,2,17
02024132,SOUTH SIDE BAPTIST SCHOOL,2,17,5220 W 105TH ST STE B,OAK LAWN,IL,60453,COOK,7084253435,166,7.16,No,3,9,4,5,4,5,8,7,6,2,7,4,5,10,79,8,9.5
A1399016,SOUTH SUBURBAN CHRISTIAN SCHOOL,3,13,119 CHESTNUT ST,PARK FOREST,IL,60466,COOK,7084818909,180,7,Yes,,2,1,5,2,2,2,3,,2,,,,,19,2,9.5
00355097,SOUTH SUBURBAN SDA CHRISTIAN SCHOOL,3,13,119 CHESTNUT ST,PARK FOREST,IL,60466,COOK,7084818909,180,7,No,,2,1,5,2,2,2,3,,2,,,,,19,2,9.5
A1501628,SOUTHWEST CHICAGO CHRISTIAN SCHOOL-OAK LAWN,2,13,10110 CENTRAL AVE,OAK LAWN,IL,60453,COOK,7086368550,,6.83,Yes,22,19,24,11,17,24,25,26,20,30,,,,,218,8,24.5
A1301349,SOUTHWEST CHICAGO CHRISTIAN SCHOOL-TINLEY PARK,2,13,17171 84TH AVE,TINLEY PARK,IL,60477,COOK,7084297171,179,6,Yes,28,28,33,25,36,29,28,24,29,44,,,,,304,20.5,13.46
BB180969,SOUTHWEST CHICAGO CHRISTIAN SCHOOLS,2,17,12001 S OAK PARK AVE,PALOS HEIGHTS,IL,60463,COOK,7083887656,178,6.75,Yes,49,47,57,36,53,54,53,50,49,73,83,80,89,89,862,54.6,14.89
K9302125,SOUTHWEST SUBURBAN MONTESSORI,2,3,8800 W 119TH ST,PALOS PARK,IL,60464,COOK,7084485332,167,6,Yes,77,15,,,,,,,,,,,,,92,2.8,5.35
A9501704,SPECTRUM SCHOOL,1,1,2909 N MANIN ST,ROCKFORD,IL,61103,WINNEBAGO,8158771600,162,6,Yes,,,,,,,,,,,,,,,84,11.6,7.24
00351693,SPRINGFIELD CHRISTIAN SCHOOL,3,13,2850 CIDER MILL LN,SPRINGFIELD,IL,62702,SANGAMON,2176981933,176,7,Yes,,65,41,45,39,44,41,42,41,29,,,,,387,24.6,15.73
00342496,SS CYRIL & METHODIUS SCHOOL,2,13,607 SOBIESKI ST,LEMONT,IL,60439,COOK,6302576488,180,6.5,Yes,25,17,24,29,26,23,32,33,31,39,,,,,279,17.9,14.18
00349185,SS PETER & PAUL ELEMENTARY SCHOOL,2,13,801 STATE ST,ALTON,IL,62002,MADISON,6184658711,176,6.75,Yes,7,4,11,4,5,7,4,6,5,10,,,,,63,9.4,5.95
00348669,SS PETER & PAUL SCHOOL,2,13,210 N MORRISON AVE,COLLINSVILLE,IL,62234,MADISON,6183443450,176,6.5,Yes,22,14,14,14,20,23,19,23,25,21,,,,,195,15.1,11.45
00348137,SS PETER & PAUL SCHOOL,2,13,416 N FIRST ST,CARY,IL,60013,MCHENRY,8476393041,176,6.5,Yes,40,25,15,24,31,29,46,26,41,42,,,,,319,23.5,11.87
00345293,ST AGATHA ELEMENTARY SCHOOL,2,13,207 S MARKET ST,NEW ATHENS,IL,62264,ST. CLAIR,6184752170,176,7,No,14,5,5,11,9,9,4,6,4,2,,,,,69,6,9.16
00348818,ST AGNES ELEMENTARY SCHOOL,2,13,251 N AMOS AVE,SPRINGFIELD,IL,62702,SANGAMON,2177931370,176,6.5,Yes,49,23,21,25,25,37,25,32,38,32,,,,,307,26.9,9.59
A9102545,ST AGNES OF BOHEMIA SCHOOL,2,13,2643 S CENTRAL PARK AVE,CHICAGO,IL,60623,COOK,7735220143,179,8.25,Yes,56,39,35,48,46,41,48,41,42,42,,,,,438,18,21.22
00344074,ST ALBERT THE GREAT SCHOOL,2,13,5535 STATE ROAD,BURBANK,IL,60459,COOK,7084247757,180,7,Yes,35,18,22,18,15,16,16,20,13,12,,,,,185,10.8,13.88
BB000540,ST ALEXANDER SCHOOL,2,13,7025 W 126TH ST,PALOS HEIGHTS,IL,60463,COOK,7084480408,180,6.5,No,14,25,19,22,24,20,26,25,17,26,,,,,218,14.1,14.46
00349119,ST ALOYSIUS ELEMENTARY SCHOOL,2,13,2125 N 21ST ST,SPRINGFIELD,IL,62702,SANGAMON,2175444553,176,6.16,Yes,29,20,19,8,11,6,17,16,11,17,,,,,154,13.1,9.54
00342102,ST ALPHONSUS LIGUORI SCHOOL,2,13,411 N WHEELING RD FRNT 1,PROSPECT HEIGHTS,IL,60070,COOK,8472555538,180,6.5,Yes,35,16,18,13,10,9,8,12,15,15,,,,,151,10.9,10.64
00348567,ST AMBROSE CATHOLIC SCHOOL,2,13,822 W HOMER M ADAMS PKWY,GODFREY,IL,62035,MADISON,6184664216,176,6.5,Yes,58,38,18,33,35,19,27,17,17,19,,,,,281,18.8,11.86
00341109,ST ANASTASIA CATHOLIC SCHOOL,2,13,629 W GLEN FLORA AVE,WAUKEGAN,IL,60085,LAKE,8476238320,180,7,Yes,21,16,24,24,23,15,25,22,19,19,,,,,208,11.4,16.4
00345271,ST ANDREW CATHOLIC SCHOOL,2,13,723 MULBERRY ST,MURPHYSBORO,IL,62966,JACKSON,6186872013,176,6.75,Yes,39,20,22,9,15,16,17,7,10,9,,,,,164,12.6,9.92
00347836,ST ANDREW CATHOLIC SCHOOL,2,13,701 11TH AVE,ROCK FALLS,IL,61071,WHITESIDE,8156251456,176,6.25,Yes,17,9,13,16,10,9,10,11,11,16,,,,,122,12.5,8.4
00344121,ST ANDREW SCHOOL,2,13,1710 W ADDISON ST,CHICAGO,IL,60613,COOK,7732482500,180,7,Yes,149,44,45,38,49,44,41,38,44,28,,,,,520,28.3,13.1
00346333,ST ANDREW THE APOSTLE,2,13,505 KINGSTON DR,ROMEOVILLE,IL,60446,WILL,8158865953,176,6.83,Yes,45,18,19,8,11,8,6,10,9,14,,,,,148,2.3,44.78
00351106,ST ANDREWS LUTHERAN SCHOOL,2,13,260 N NW HWY,PARK RIDGE,IL,60068,COOK,8478239308,180,5.78,Yes,69,25,15,13,14,16,17,9,12,16,,,,,206,10.9,12.56
00344143,ST ANGELA ELEMENTARY SCHOOL,2,13,1332 N MASSASOIT AVE 1,CHICAGO,IL,60651,COOK,7736262655,180,7.16,No,55,27,32,26,22,32,22,13,18,18,,,,,265,15.6,13.46
00345282,ST ANN CATHOLIC SCHOOL,2,13,675 S MILL ST,NASHVILLE,IL,62263,WASHINGTON,6183278741,176,7.16,Yes,16,4,5,7,9,2,8,9,9,6,,,,,75,6,9.83
00342532,ST ANN ELEMENTARY SCHOOL,2,13,3014 RIDGE RD,LANSING,IL,60438,COOK,7088951661,180,6.75,Yes,18,15,24,12,18,12,14,15,12,20,,,,,160,10.3,13.78
00344176,ST ANNE PARISH SCHOOL,2,13,319 FRANKLIN ST,BARRINGTON,IL,60010,LAKE,8473810311,180,7,Yes,65,20,24,32,24,19,23,35,20,42,,,,,304,16.8,14.22
00348159,ST ANNE SCHOOL,3,13,1112 N BRINTON AVE,DIXON,IL,61021,LEE,8152885619,176,7.08,Yes,,12,7,11,9,10,6,8,13,4,,,,,80,9.8,8.16
00348931,ST ANTHONY GRADE SCHOOL,2,13,405 N 2ND ST,EFFINGHAM,IL,62401,EFFINGHAM,2173470419,180,6.75,Yes,81,42,37,44,46,37,40,43,39,38,,,,,447,25.3,14.46
00348942,ST ANTHONY HIGH SCHOOL,14,17,304 E ROADWAY AVE,EFFINGHAM,IL,62401,EFFINGHAM,2173426969,180,7.5,Yes,,,,,,,,,,,60,54,50,56,220,20.4,10.78
00340499,ST ATHANASIUS SCHOOL,2,13,2510 ASHLAND AVE,EVANSTON,IL,60201,COOK,8478642650,180,6,Yes,15,19,11,18,19,24,32,20,38,32,,,,,228,25.6,8.32
00344212,ST BARBARA ELEMENTARY SCHOOL,2,13,2859 S THROOP ST,CHICAGO,IL,60608,COOK,3123266243,180,6.75,Yes,30,8,12,8,13,14,15,15,10,17,,,,,142,10.6,10.56
BB130204,ST BARBARA SCHOOL,2,13,2800 S QUINN ST,CHICAGO,IL,60608,COOK,3123266243,180,5.83,Yes,30,8,12,8,13,13,15,14,10,16,,,,,139,9,12.11
00344234,ST BARNABAS ELEMENTARY SCHOOL,2,13,10121 S LONGWOOD DR,CHICAGO,IL,60643,COOK,7734457711,180,7,Yes,48,55,63,56,52,76,60,54,75,61,,,,,600,36.9,14.95
00344245,ST BARTHOLOMEW SCHOOL,2,13,4941 W PATTERSON AVE,CHICAGO,IL,60641,COOK,7732829373,181,7,Yes,31,12,23,19,23,23,21,15,16,26,,,,,209,11.6,15.34
00347166,ST BEDE ACADEMY,14,17,24 W US HIGHWAY 6,PERU,IL,61354,LASALLE,8152233140,176,6.83,Yes,,,,,,,,,,,72,65,65,70,272,23.4,11.62
00342565,ST BEDE ELEMENTARY SCHOOL,2,13,36399 N WILSON RD,INGLESIDE,IL,60041,LAKE,8475875541,183,5.83,Yes,23,10,17,27,15,19,21,23,14,20,,,,,189,11,15.09
00343944,ST BEDE THE VENERABLE,2,13,4440 W 83RD ST,CHICAGO,IL,60652,COOK,7738842020,180,6.5,Yes,25,29,22,26,20,27,30,34,25,40,,,,,278,14.8,17.09
BB161068,ST BEDE-VENERABLE SCHOOL,2,13,4440 W 83RD ST,CHICAGO,IL,60652,COOK,7738842020,180,6.5,Yes,25,29,22,26,20,27,30,34,25,40,,,,,278,14.8,17.09
00344267,ST BENEDICT ELEMENTARY SCHOOL,2,13,2324 NEW ST,BLUE ISLAND,IL,60406,COOK,7083852016,180,7,Yes,25,8,20,13,12,13,14,15,18,15,,,,,153,12.5,10.24
00344278,ST BENEDICT PREPARATORY SCHOOL,2,17,3920 N LEAVITT ST,CHICAGO,IL,60618,COOK,7734636797,180,7,Yes,170,60,75,79,79,79,56,45,61,40,,,26,32,802,49.9,12.66
00344289,ST BENEDICT PREPARATORY SCHOOL,2,17,3900 N LEAVITT ST,CHICAGO,IL,60618,COOK,7735390066,180,6.5,Yes,150,82,79,79,78,76,56,58,65,34,,,24,28,809,57.3,11.5
00348283,ST BERNADETTE CATHOLIC SCHOOL,2,13,2300 BELL AVE,ROCKFORD,IL,61103,WINNEBAGO,8159682288,176,7.05,Yes,12,8,6,7,9,8,14,8,13,30,,,,,115,10.1,10.19
00348614,ST BONIFACE CATHOLIC SCHOOL,2,13,128 N BUCHANAN ST,EDWARDSVILLE,IL,62025,MADISON,6186566917,176,6.83,Yes,45,25,19,28,22,28,22,25,22,21,,,,,257,15.5,13.67
00347869,ST BRIDGET SCHOOL,2,13,604 CLIFFORD AVE,LOVES PARK,IL,61111,WINNEBAGO,8156338255,176,7.08,Yes,40,37,33,36,33,33,37,39,49,39,,,,,376,21.6,15.55
00345318,ST BRUNO CATHOLIC SCHOOL,2,13,210 N GORDON ST,PINCKNEYVILLE,IL,62274,PERRY,6183578276,176,7,Yes,26,9,6,10,9,9,11,15,12,23,,,,,130,8.6,12.09
00344358,ST BRUNO ELEMENTARY SCHOOL,2,13,4839 S HARDING AVE,CHICAGO,IL,60632,COOK,7738470697,180,7.08,Yes,33,22,15,17,22,19,18,18,13,24,,,,,201,12,14
00344369,ST CAJETAN ELEMENTARY SCHOOL,2,13,2447 W 112TH ST,CHICAGO,IL,60655,COOK,7734747820,180,5.75,Yes,63,29,35,41,47,36,35,53,31,45,,,,,415,21.9,16.07
A1501638,ST CATHERINE LABOURE SCHOOL,2,13,3425 THORNWOOD AVE,GLENVIEW,IL,60026,COOK,8477242240,180,6.66,Yes,36,26,31,19,17,16,23,20,15,26,,,,,229,16.1,11.98
00341936,ST CATHERINE OF ALEXANDRIA SCHOOL,2,13,10621 S KEDVALE,OAK LAWN,IL,60453,COOK,7084255547,180,6.75,Yes,74,43,43,48,43,36,43,36,46,46,,,,,458,26.4,14.54
00347687,ST CATHERINE OF SIENA ELEMENTARY SCHOOL,2,13,845 W MAIN ST,WEST DUNDEE,IL,60118,KANE,8474264808,177,5.75,No,26,,24,16,20,19,16,21,18,24,,,,,184,13.1,12.06
A9300349,ST CATHERINE SIENA-ST LUCY SCHOOL,2,13,27 WASHINGTON BLVD,OAK PARK,IL,60302,COOK,7083865286,180,6.5,Yes,20,20,15,19,13,17,17,17,14,11,,,,,163,10.4,13.75
00340488,ST CELESTINE SCHOOL,2,13,3017 N 77TH AVE,ELMWOOD PARK,IL,60707,COOK,7084538234,180,7,No,59,43,50,40,36,50,41,36,47,43,,,,,445,22.6,17.07
00347905,ST CHARLES BORROMEO CATHOLIC SCHOOL,2,13,288 E JEFFERSON AVE,HAMPSHIRE,IL,60140,KANE,8476833450,176,6.25,Yes,28,13,16,15,16,13,14,11,15,13,,,,,154,9.6,13.12
00344482,ST CHRISTINA SCHOOL,2,13,3333 W 110TH ST,CHICAGO,IL,60655,COOK,7734452969,180,6.66,Yes,60,44,40,36,45,40,37,24,46,57,,,,,429,25.3,14.58
00341685,ST CHRISTOPHER SCHOOL,2,13,14611 KEELER AVE,MIDLOTHIAN,IL,60445,COOK,7083858776,186,7,Yes,21,22,23,21,14,21,20,25,26,14,,,,,207,10.8,17.22
00344507,ST CLEMENT SCHOOL,2,13,2524 N ORCHARD ST,CHICAGO,IL,60614,COOK,7733488212,180,7.91,Yes,46,52,44,44,46,37,47,39,45,49,,,,,449,37.5,10.74
BB170173,ST COLETTE CATHOLIC SCHOOL,2,13,3900 MEADOW DR,ROLLING MEADOWS,IL,60008,COOK,8473924098,180,6,Yes,54,23,10,11,16,16,19,15,12,17,,,,,193,11.8,11.77
00342226,ST COLETTE SCHOOL,2,13,3900 PHEASANT DR,ROLLING MEADOWS,IL,60008,COOK,8473924098,180,6.25,Yes,52,23,10,11,19,19,14,17,11,16,,,,,192,11,12.72
00344562,ST CONSTANCE SCHOOL,2,13,5841 W STRONG ST,CHICAGO,IL,60630,COOK,7732832311,180,7,Yes,21,13,7,21,13,13,13,19,18,8,,,,,146,12.4,10.08
00344573,ST DANIEL THE PROPHET SCHOOL,2,13,5337 S NATOMA AVE,CHICAGO,IL,60638,COOK,7735861225,180,6.66,Yes,55,71,90,71,82,69,82,75,57,58,,,,,710,30.8,21.26
00346209,ST DENNIS SCHOOL,2,13,1201 S WASHINGTON ST,LOCKPORT,IL,60441,WILL,8158384494,168,7,Yes,43,17,13,21,18,26,17,22,21,21,,,,,219,13.8,12.75
00346435,ST DOMINIC ELEMENTARY SCHOOL,2,13,420 E BRIARCLIFF RD,BOLINGBROOK,IL,60440,WILL,6307391633,176,6,Yes,24,24,19,26,18,27,21,27,25,23,,,,,234,27.3,7.69
00349061,ST DOMINIC ELEMENTARY SCHOOL,2,13,4100 COLUMBUS RD,QUINCY,IL,62305,ADAMS,2172240041,176,6,Yes,41,14,24,20,19,16,22,17,15,16,,,,,204,11.1,14.68
00348217,ST EDWARD CENTRAL CATHOLIC HIGH SCHOOL,14,17,335 LOCUST ST,ELGIN,IL,60123,KANE,8477417535,185,6.16,Yes,,,,,,,,,,,109,84,96,93,382,27.9,13.69
00347494,ST EDWARD SCHOOL,2,13,1221 N 5TH ST,CHILLICOTHE,IL,61523,PEORIA,3092742994,175,6.5,Yes,30,9,6,10,10,6,6,7,7,13,,,,,104,9.9,7.47
00347803,ST EDWARD SCHOOL,2,13,3020 11TH ST,ROCKFORD,IL,61109,WINNEBAGO,8153982631,176,8,Yes,17,16,18,11,13,18,14,12,18,12,,,,,149,7.4,17.83
00343977,ST EDWARD SCHOOL,2,13,4343 W SUNNYSIDE AVE,CHICAGO,IL,60630,COOK,7737369133,180,7,Yes,48,22,35,27,42,43,39,25,24,24,,,,,329,22.5,12.48
00348953,ST ELIZABETH ELEMENTARY SCHOOL,2,13,2300 PONTOON RD,GRANITE CITY,IL,62040,MADISON,6188773300,176,6.75,Yes,35,25,32,24,21,17,25,16,16,9,,,,,220,12.3,15.04
00341721,ST EMILY ELEMENTARY SCHOOL,2,13,1400 E CENTRAL RD 102,MOUNT PROSPECT,IL,60056,COOK,8472963490,180,6.5,Yes,65,27,20,38,30,33,22,36,25,25,,,,,321,20,12.8
00344631,ST ETHELREDA ELEMENTARY SCHOOL,2,13,8734 S PAULINA ST,CHICAGO,IL,60620,COOK,7732381757,180,6,Yes,60,29,25,17,25,26,29,17,21,18,,,,,267,12,17.25
00343988,ST EUGENE ELEMENTARY SCHOOL,2,13,7930 W FOSTER AVE,CHICAGO,IL,60656,COOK,7737632235,180,7,Yes,22,18,17,14,19,16,16,22,15,21,,,,,180,9,17.55
00344664,ST FRANCIS BORGIA SCHOOL,2,13,3535 N PANAMA AVE,CHICAGO,IL,60634,COOK,7735891000,180,7,Yes,41,22,16,22,19,8,13,17,18,10,,,,,186,12.4,11.69
00342543,ST FRANCIS DE SALES SCHOOL,2,13,11 S BUESCHING RD,LAKE ZURICH,IL,60047,LAKE,8474387921,180,6.5,Yes,60,22,28,27,33,29,30,31,43,45,,,,,348,24.9,11.56
00346785,ST FRANCIS HIGH SCHOOL,14,17,2130 W ROOSEVELT RD,WHEATON,IL,60187,DUPAGE,6306685800,176,6.83,Yes,,,,,,,,,,,172,173,187,199,731,47.4,15.42
00342678,ST FRANCIS XAVIER SCHOOL,2,13,145 N WAIOLA AVE,LA GRANGE,IL,60525,COOK,7083522175,180,7.25,Yes,39,37,59,52,46,57,46,58,59,55,,,,,508,34.4,13.63
00341233,ST FRANCIS XAVIER SCHOOL,2,13,808 LINDEN AVE,WILMETTE,IL,60091,COOK,8472560644,180,7,Yes,70,35,39,31,43,55,37,46,41,40,,,,,437,28.8,12.74
00348374,ST FRANCIS/HOLY GHOST CATHOLIC SCHOOL,2,13,412 S STATE ST,JERSEYVILLE,IL,62052,JERSEY,6184984823,176,8,No,20,31,31,32,32,35,35,48,33,42,,,,,339,20.8,15.33
00341517,ST GABRIEL ELEMENTARY SCHOOL,2,13,4500 S WALLACE ST,CHICAGO,IL,60609,COOK,7732686636,180,6.75,No,16,14,16,20,17,20,16,23,16,14,,,,,172,10,15.6
00341506,ST GALL ELEMENTARY SCHOOL,2,13,5515 S SAWYER AVE,CHICAGO,IL,60629,COOK,7737373454,180,7,Yes,37,13,17,19,19,21,17,15,25,17,,,,,200,14,11.64
00341492,ST GENEVIEVE SCHOOL,2,13,4854 W MONTANA ST,CHICAGO,IL,60639,COOK,7732377131,180,7.08,Yes,30,25,16,22,14,21,23,25,16,24,,,,,216,15.9,11.69
00342394,ST GEORGE SCHOOL,6,13,6700 176TH ST,TINLEY PARK,IL,60477,COOK,7085322626,180,6.66,Yes,,,17,15,20,24,27,12,23,18,,,,,156,12.5,12.48
00341903,ST GERALD SCHOOL,2,13,9320 S 55TH CT 1,OAK LAWN,IL,60453,COOK,7084220121,180,6.5,Yes,58,35,38,37,47,36,32,39,39,30,,,,,391,21.5,15.48
00341914,ST GERMAINE SCHOOL,2,13,9735 S KOLIN AVE,OAK LAWN,IL,60453,COOK,7084256063,178,6.5,Yes,27,15,14,19,25,20,23,31,24,32,,,,,230,12,16.91
00342769,ST GILBERT ELEMENTARY SCHOOL,2,13,231 E BELVIDERE RD,GRAYSLAKE,IL,60030,LAKE,8472238600,178,6.5,Yes,64,39,40,28,27,38,45,43,32,48,,,,,404,21.1,16.11
00341404,ST HELEN SCHOOL,2,13,2347 W AUGUSTA BLVD,CHICAGO,IL,60622,COOK,7734861055,180,6.75,Yes,120,42,38,25,31,22,29,23,18,16,,,,,364,22,11.09
00341594,ST HILARY SCHOOL,2,13,5614 N FAIRFIELD AVE,CHICAGO,IL,60659,COOK,7735615885,181,6.33,Yes,16,14,19,15,14,23,21,20,9,28,,,,,179,18.3,8.9
01601838,ST IGNATIUS COLLEGE PREP,14,17,1076 W ROOSEVELT RD,CHICAGO,IL,60608,COOK,3124215900,176,6.25,Yes,,,,,,,,,,,354,364,311,344,1373,85.5,16.05
BB161009,ST IGNATIUS COLLEGE PREP,14,17,1076 W ROOSEVELT RD,CHICAGO,IL,60608,COOK,3124215900,155,6.25,Yes,,,,,,,,,,,381,361,351,361,1454,92.1,15.78
00346774,ST IRENE CATHOLIC SCHOOL,2,13,3S601 WARREN AVE,WARRENVILLE,IL,60555,DUPAGE,6303939303,176,6.75,Yes,21,14,15,14,14,6,21,13,15,22,,,,,155,10.4,12.88
00347778,ST JAMES CATHOLIC SCHOOL,2,13,409 N 1ST ST,ROCKFORD,IL,61107,WINNEBAGO,8159628515,176,6.5,Yes,9,16,14,15,11,9,15,19,10,19,,,,,137,11.3,11.32
00350689,ST JAMES LUTHERAN SCHOOL,2,13,900 S 17TH ST,QUINCY,IL,62301,ADAMS,2172228267,176,6.5,Yes,41,11,21,18,13,11,15,12,10,4,,,,,156,9.5,12.1
00350736,ST JAMES LUTHERAN SCHOOL,2,13,2101 N FREMONT ST,CHICAGO,IL,60614,COOK,7735254990,143,7,Yes,43,9,14,11,10,11,12,12,9,8,,,,,139,10.6,9.05
00348126,ST JAMES SCHOOL,2,13,320 LOGAN AVE,BELVIDERE,IL,61008,BOONE,8155477633,176,6.75,No,13,10,14,10,14,13,17,10,13,7,,,,,121,10.1,10.69
00344733,ST JAMES SCHOOL,2,13,820 N ARLINGTON HEIGHTS RD,ARLINGTON HEIGHTS,IL,60004,COOK,2243457145,180,6.83,Yes,79,57,33,51,50,47,51,46,50,44,,,,,508,30.8,13.92
00346016,ST JAMES THE APOSTLE SCHOOL,2,13,490 S PARK BLVD,GLEN ELLYN,IL,60137,DUPAGE,6304698060,176,7,Yes,23,23,18,13,14,23,16,24,11,19,,,,,184,13.5,11.92
00341357,ST JANE DE CHANTAL SCHOOL,2,13,5201 S MCVICKER AVE,CHICAGO,IL,60638,COOK,7737671130,180,6.66,Yes,34,22,26,18,25,20,26,23,22,29,,,,,245,12.5,16.88
00341346,ST JEROME SCHOOL,2,13,2801 S PRINCETON AVE,CHICAGO,IL,60616,COOK,3128427668,181,7,No,21,15,16,15,18,10,8,18,12,12,,,,,145,10,12.4
A1101041,ST JOAN OF ARC,2,13,4913 COLUMBIA AVE,LISLE,IL,60532,DUPAGE,6309691732,176,6.5,Yes,45,33,35,35,29,29,51,22,45,43,,,,,367,22.3,14.43
00342306,ST JOAN OF ARC ELEMENTARY SCHOOL,2,13,9245 LAWNDALE AVE,EVANSTON,IL,60203,COOK,8476790660,180,7,No,37,13,22,11,15,15,29,19,12,27,,,,,200,15.1,10.79
BB140505,ST JOHN BERCHMANS SCHOOL,2,13,2511 W LOGAN BLVD,CHICAGO,IL,60647,COOK,7734861334,182,7,No,80,24,17,20,16,19,10,17,8,9,,,,,220,19.5,7.17
00341812,ST JOHN BREBEUF SCHOOL,2,13,8301 N HARLEM AVE,NILES,IL,60714,COOK,8479663266,183,7,Yes,36,26,23,34,23,23,32,21,21,22,,,,,261,17,13.23
00341299,ST JOHN DE LA SALLE CATHOLIC ACADEMY,2,13,10212 S VERNON AVE,CHICAGO,IL,60628,COOK,7737852331,181,7,Yes,22,14,11,13,7,18,19,15,12,10,,,,,141,8,14.87
00340943,ST JOHN FISHER ELEMENTARY SCHOOL,2,13,10200 S WASHTENAW AVE,CHICAGO,IL,60655,COOK,7734454737,180,6.33,Yes,96,65,57,57,60,69,65,73,74,74,,,,,690,31.9,18.62
BB140424,ST JOHN LUTHERAN,2,13,4231 183RD ST,COUNTRY CLUB HILLS,IL,60478,COOK,7087997491,178,6.5,Yes,10,3,11,15,9,7,11,12,5,22,,,,,105,7,13.57
A1501634,ST JOHN LUTHERAN,2,13,220 S LINCOLN AVE,LOMBARD,IL,60148,DUPAGE,6309323196,176,6.83,Yes,58,13,19,15,24,25,24,21,20,20,,,,,239,14,12.92
00350394,ST JOHN LUTHERAN SCHOOL,2,13,18100 WENTWORTH AVE,LANSING,IL,60438,COOK,7078959280,181,6.25,Yes,8,12,8,8,8,8,4,3,12,12,,,,,83,7.8,9.61
00351026,ST JOHN LUTHERAN SCHOOL,2,13,4939 W MONTROSE AVE,CHICAGO,IL,60641,COOK,7737361196,177,6.5,Yes,23,7,13,16,7,17,13,12,11,21,,,,,140,10.3,11.35
00351387,ST JOHN LUTHERAN SCHOOL,2,13,302 W HOLMES ST,CHESTER,IL,62233,RANDOLPH,6188264345,174,6.83,Yes,20,9,8,14,16,16,11,17,12,9,,,,,132,12,9.33
00353737,ST JOHN LUTHERAN SCHOOL,2,13,501 W PARK AVE,LIBERTYVILLE,IL,60048,LAKE,8473624424,175,6.5,No,28,14,9,7,6,8,3,7,7,3,,,,,92,5,12.8
02023547,ST JOHN LUTHERAN SCHOOL,2,13,509 S MATTIS AVE,CHAMPAIGN,IL,61821,CHAMPAIGN,2173591714,172,7.25,Yes,16,6,7,5,5,5,8,8,7,7,,,,,74,8.1,7.16
00349196,ST JOHN NEUMANN CATHOLIC SCHOOL,2,13,142 WILMA DR,MARYVILLE,IL,62062,MADISON,6183457230,176,7,Yes,42,20,30,15,22,25,15,25,12,14,,,,,220,14.8,12.02
00341186,ST JOHN OF THE CROSS PARISH SCHOOL,2,13,708 51ST ST,WESTERN SPRINGS,IL,60558,COOK,7082464454,180,6.58,Yes,87,64,54,68,62,68,58,57,62,62,,,,,642,32.5,17.07
A0700872,ST JOHN PRAISE & WORSHIP CENTER PREP ACADEMY,6,11,PO BOX 226,PULASKI,IL,62976,PULASKI,6183426041,171,7,Yes,,,1,,1,1,,4,,,,,,,7,1,7
00345781,ST JOHN THE BAPTIST CATHOLIC ELEMENTARY SCHOOL,2,13,702 E POPLAR ST,WEST FRANKFORT,IL,62896,FRANKLIN,6189372017,176,6.08,Yes,16,4,6,8,5,6,6,,2,9,,,,,62,6.6,6.96
00347847,ST JOHN THE BAPTIST CATHOLIC SCHOOL,2,10,2304 CHURCH ST,JOHNSBURG,IL,60051,MCHENRY,8153853959,176,6.75,Yes,19,3,8,12,8,4,2,,,,,,,,56,4,9.25
00345351,ST JOHN THE BAPTIST CATHOLIC SCHOOL,2,13,519 HAZEL ST,RED BUD,IL,62278,RANDOLPH,6182823215,176,6.25,Yes,20,15,3,3,10,10,6,6,5,6,,,,,84,9.9,6.46
00349152,ST JOHN THE EVANGELIST SCHOOL,2,13,426 3RD ST,CARROLLTON,IL,62016,GREENE,2179426814,176,7.16,Yes,51,20,19,21,18,15,19,18,15,16,,,,,212,11.3,14.24
00351638,ST JOHN'S LUTHERAN SCHOOL,2,13,109 N SPRING ST,ELGIN,IL,60120,KANE,8477417633,176,6.5,No,11,7,13,12,9,15,15,14,7,11,,,,,114,9.6,10.72
00350248,ST JOHNS LUTHERAN SCHOOL,2,13,808 S MAIN ST,RED BUD,IL,62278,RANDOLPH,6182823873,174,6.66,Yes,108,21,16,19,28,16,27,18,15,17,,,,,285,13.3,13.3
00354479,ST JOHNS LUTHERAN SCHOOL,2,13,4231 183RD ST,COUNTRY CLUB HILLS,IL,60478,COOK,7087997491,179,6.5,No,11,3,11,15,9,7,11,12,5,22,,,,,106,7,13.57
